code,product_name,brands,ingredients_text,allergens,allergens_tags,traces,traces_tags,countries
8901719130014,Happy happy biscuit - Parle - Parle,Parle,,,,,,in
8901030987397,Lipton green tea  clear and  light,Lipton,,,,,,en:India
7622201763329,,,,,,,,en:India
8906019772018,Chia Seeds,Nutraj,,,,,,en:India
8901088000468,Coconut oil,Parachute,Coconut Oil,,,,,en:India
7622202030819,Cranberry,Cadbury Bournville,"Sugar, Cocoa Solids, Dried Sweetened Cranberries (11%*) (Cranberries, Sugar), Cocoa Butter, Almonds (5%*), Milk Solids, Emulsifiers (442, 476), Flavours (Natural and Nature Identical Flavouring Substances). Allergen Information: Contains Milk, Almond. May Contain Other Tree Nuts, Soy.",,"en:milk,en:nuts","en:nuts,en:soybeans","en:nuts,en:soybeans",en:India
8901826301536,"Verka Lassi - Sweet,",Verka,,,,,,India
8901725007553,,,,,,,,en:India
8901652141320,,,,,,,,en:India
8904063257215,,Haldiram,,,,,,en:India
8901725121228,Aashirbaad 5kg select aata,Aashirvaad,,,,,,en:India
8906081120236,Happilo Green Raisins,Happilo,Seedless Green Raisins.,,,,,India
8902080104062,pepsi,Pepsi,,,,,,en:India
8901262200011,Masti Dahi,Amul,"Pasteurised toned milk, milk solids, active culture. Allergen Information: Contains milk.",,en:milk,,,en:India
6926858900948,Butter Seeds of Sunflower,Dahaoda,,,,,,en:India
8906004971044,Milk food rich ghee,,,,,,,en:India
8901262200622,Amul Masti,Amul,"Pasteurised toned milk, milk solids, active culture",en:milk,en:milk,,,India
8902080002337,Gatorade orange flv,Pepsico,"WATER, ACIDITY REGULATOR (330), MINERAL SALTS, SEQUESTRANTS (452(i),385) FLAVOUR (NATURAL FLAVOURING SUBSTANCES), PRESERVATIVE(202), SWEETENERS (955, 960 a), STABILIZER (445), COLOUR (110)",,,,,India
8906009532158,Max Protein Ultimate,Rite bite,"Protein Blend (38%) (Soy Nuggets, Whey Protein Concentrate, Calcium Caseinate), Dietary Fiber (17%) (Fructooli - gosacharide), Dark Compound No Added Sugar (12%) (Maltitol, Edible Vegetable Fat (Hydrogenated), Cocoa Solids, Milk Solids. Emulsifier (Soy Lecithin)), Maltitol, Cranberries (7,5%), Rice Bran Oil, Strawberry Preserve (6%) (No Added Su Rolled Oats Humectant (Glycerine), Yongar), Whole Grain uft Powder, Flaxseeds, Emulsifier (Soy Lecithin), Soy Protem Isolate, Binding Agent (Guar Gum), Salt and Citric Acid, Antioxidants (Vitamin C), Added Vitamins, Minerals, Glutamine and Amino Acids. CONTAINS ADDED FLAVOURS (NATURAL AND NATURE IDENTICAL FLAVOUR(S)) rawberry Flavour Vitamin & Vit E 5ma VitK 13.7 Vit B3 2.7 Vit B9 30 Calcium Seleni 51mg BCAA L-Is Γ",,"en:milk,en:soybeans",,,in
8904043554716,vanilla crem bun,Modern,"Refined Wheat Flour (Maida), Bun Icing (Sugar, Edible Vegetable Fat (Interesterified), Humectant (422), Stabilizer (412), Preservative (200), Turmeric Extract, Artificial Flavouring Substances (Vanilla and Butterscotch]&quot;, Sugar, Glazed Fruit (3.68%) [Papaya, Sugar, Acidity Regulator (330), Preservative (211), Food Colour (129)], Edible Vegetable Fat (Interesterified), Gluten, Yeast, lodized Salt, Soya Flour, Preservative (282), Emulsifier (4810).",,"en:gluten,en:soybeans",,,India
8902080001354,Pepsi Black,Pepsi,,,,,,in
8902579002589,Smoodh Chocolate Hazelnut,Parle Agro,"WATER, MILK SOLIDS, SUGAR, WHEY POWDER, COCOA SOLIDS (1%), MALT EXTRACT, EMULSIFIERS AND STABILIZERS [INS 460(1), INS 471, INS 466, INS 407, INS 340, INS 452], NATURE IDENTICAL FLAVOURING SUBSTANCE (CHOCOLATE, HAZELNUT) AND IODISED SALT. ALLERGEN INFORMATION: CONTAINS MILK, BARLEY, WHEAT AND MILLET.","en:gluten,en:milk,en:nuts","en:gluten,en:milk,en:nuts",,,India
8906019633012,,,,,,,,en:India
8901058009477,,,,,,,,en:India
5059603179342,Original,Rage Coffee,,,,,,India
8906080603891,Guava,,,,,,,en:India
8901725016302,Dark entasy Bourbon,Sunfest,,,,,,en:India
8901058852141,kitkat caramel chocolate coated wafer,Nestlé,,,,,,India
7622201712501,,,,,,,,en:India
8901030986017,Horlicks chocolate delight flavour,,,,,,,en:India
8901262071130,,Amul,,,,,,en:India
7622202236341,Cadbury Celebrations,Cadbury,,,,,,India
8901063142213,Britannia nutri choice 75g,Britannia,,,,,,en:India
0900364404912,,Haldiram's,,,,,,en:India
8901071732444,Hershey's cookies 'n' creme flavor milk shake,Hershey's,,,,,,India
8906010503611,CHRUNCHEX,Balaji,"POTATO (88%), EDIBLE VEGETABLE OIL (PALMOLEIN), SUGAR, EDIBLE - COMMON SALT, MALTODEXTRIN, SPICES & CONDIMENTS (CHILLI (0.5%), PEPPER), DEHYDRATED VEGETABLE POWDER (ONION, GARLIC (0.1%), TOMATO), MILK SOLIDS (WHEY) (0.1%), HYDROLYZED VEGETABLE PROTÉIN (SOYA), ACIDITY REGULATOR (INS 296, INS 334), ANTICAKING AGENT (INS 551), MINERAL SALT (INS 340), PAPRIKA EXTRACT (INS 160C), FLAVOUR ENHANCER (INS 627, INS 631), NATURAL & NATURE IDENTICAL FLAVOURING SUBSTANCES (CHILLI).",en:soybeans,"en:milk,en:soybeans",,,en:india
8906069401104,VEEBA CREAMY PEANUT BUTTER,VEEBA,,,,,,India
8901764175190,8901764175190,,,,,,,en:India
8906010503581,GIPPI masala noodles,Balaji,"NOODLES: REFINED WHEAT FLOUR (MAIDA), EDIBLE VEGETABLE OIL (PALMOLEIN, RICE BRAN), EDIBLE COMMON SALT, WHEAT GLUTEN, THICKENER (INS 412), ACIDITY REGULATOR (INS 500 (1)), EMULSIFIER (INS 451), MINERAL (CALCIUM CARBONATE). 2 - YUMY MASALA: MIXED SPICES (24%): (CORIANDER (11%), ONION (4%), CHILLI (3%), TURMERIC (1%), CUMIN (1%), GARLIC (1%), BLACK PEPPER (0.9%), ANISEED (0.9%), GINGER (0.5%), NUTMEG (0.3%), CINNAMON (0.2%), CLOVE (0.2%), CARDAMOM (0.1%), FENUGREEK (0.1%), MACE (0,1)), HYDROLYZED VEGETABLE PROTEIN (PEANUT), EDIBLE COMMON SALT, REFINED WHEAT FLOUR CIMAIDA), EDIBLE STARCH, SUGAR, EDIBLE VEGETABLE OIL(SUNFLOWER), ACIDITY REGULATOR (INS 330, INS 500(11)), FLAVOUR ENHANCER (INS 635), NATURAL & NATURE IDENTICAL FLAVOURING SUBSTANCES (MASALA, ONION) NOODLES AND YUMMY MASALA: PRECOOKED PASTA & NOODLES & LIKE PRODUCTS. ALLERGEN ADVICE: CONTAINS WHEAT FLOUR, WHEAT GLUTEN, SOY AND PEANUT.",en:peanuts,"en:gluten,en:peanuts,en:soybeans",,,en:India
8901764175015,Maaza,Coca-Cola,"WATER, SUGAR, MANGO PULP (10.7%), ACIDITY REGULATORS (300,331(iii)), STABILIZER(466), ANTIOXIDANT (300), COLOUR (110), MANGO FLAVOURS (NATURE-IDENTICAL & ARTIFICIAL FLAVOURING SUBSTANCES).",,,,,en:India
8906090574488,Twisties,Karare,,,,,,India
8901058012897,munch crunchilious cereal,Nestle,"Whole wheat flour (Atta) (48.8%), Sugar, Rice Flour (9.6%), Degermed maize (Corn) grits (5.7%), Cocoa Solids (5.5%), Glucose Syrup, Minerals, Palm oil, Nature-Identical Flavouring Substances, lodized Salt, Vitamins and Antioxidant (307b). Allergen Note: Contains Wheat and Sulphite. May contain Milk Oat, Soy, Barley, Nut, Mustard, Celery, Sesame and Lupin.",,"en:gluten,en:sulphur-dioxide-and-sulphites",,"en:celery,en:gluten,en:lupin,en:mustard,en:nuts,en:sesame-seeds,en:soybeans",en:India
8901648920120,Cow Milk,Mother Dairy,Cow Milk,,en:milk,,,India
8901030535895,Bru Instant Coffee,Bru,"INSTANT COFFEE-CHICORY MIXTURE 
COFFEE 70% 
CHICORY 30%",,,,,India
8902579002541,Fizz,,"WATER, SUGAR, CARBONATING AGENT (INS 290 ACIDITY REGULATORS (INS 296, INS 330, INS 3310WL NATURE-IDENTICAL FLAVOURING SUBSTANCES (MALT (FERMENTED HOPL STABILIZER (INS 440), PRESERVATIVE (INS 211), FOOD COLOURS (INS 150d, INS 102), ANTIOXIDANT (INS 300). (INS-INTERNATIONAL NUMBERING SYSTEM)",,,,,en:India
00001233,Coop Croissant Naturell 60g,GOMAN AS,"Hvetemel, smør (fløte (melk), melkesyrebakterier), vann, sukker, gjær, salt, egg, hvetegluten, enzym, melbehandlingsmiddel (E 300).",,en:eggs,,,"India, World"
8904422700963,Patanjali Kacchi Ghani Mustard Oil,Patanjali,,,,,,en:India
8901725015909,Dark Fantasy,Sunfeast,"CHOCO CRÈME (38.0%) (SUGAR, FLAVOURING SUBSTANCES (CHOCOLATE), ARTIFICIAL FLAVOURING SUBSTANCES (VANILLA)}, MAIDA (REFINED WHEAT FLOUR), HYDROGENATED VEGETABLE OILS, SUGAR, INVERT SYRUP, LIQUID GLUCOSE, RAISING AGENTS (INS 503(ii), INS 500(ii), INS 450(i)), COCOA SOLIDS (0.7%), BUTTER, MILK SOLIDS, IODIZED SALT, &quot;NATURE IDENTICAL FLAVOURING SUBSTANCES (MILK CHOCOLATE), COLOURS (INS 150c, INS 150d), EMULSIFIERS (LECITHIN (FROM SOYABEAN), MONO AND DIGLYCERIDES OF FATTY ACIDS (FROM PALM OIL)], ARTIFICIAL FLAVOURING SUBSTANCES (MILK, VANILLA). CONTAINS WHEAT, MILK, SOY. MAY CONTAIN NUT, SULPHITE. REFINED PALMOLEIN, REFINED PALM OIL, COCOA SOLIDS, EMULSIFIER (LECITHIN (FROM SOYABEAN)], NATURE IDENTICAL",,"en:gluten,en:milk,en:soybeans",,"en:nuts,en:sulphur-dioxide-and-sulphites",en:India
4902886000227,,,,,,,,India
89080153,Maggi masala magic,"Maggi, Maggie","Mixed spices (38.7%) (Red chilli powder (7%), Onion powder Cumin powder (5.2%), Garlic powder Coriander powder, Capsicum extract, Turmeric powder (3.5%), Aniseed (1.4%), Black pepper powder (0.9%), Fenugreek powder (0.7%), Ginger powder, Clove powder (0.3%), Green cardamom powder (0.3%), Nutmeg powder (0.3%). Coriander extract & Cumin extract) Salt Sugar Flavour enhancer (635), Palm oil, Edible starch, Balm Acidity regulator (330), Minerals&quot;, Caramel salt mix (Salt, Colour (150d) & Palm oil) and Vitamin A.",,,,,en:India
8906020580541,Dosa Batter,ID,,,,,,en:India
8901725000288,,,,,,,,en:India
3948063139374,,,,,,,,en:India
8906010500511,Chataka Pataka,Balaji,"RICE MEAL (43%), EDIBLE VEGETABLE OIL (CONTAINS ONE OR MORE OF THE FOLLOWINGS: PALMOLEIN, RICE BRAN, CORN, COTTONSEED), CORN MEAL (13%), CHICKPEA FLOUR, **SEASONING [EDIBLE COMMON SALT, SPICES & CONDIMENTS 2% (CUMIN, CHILLI, BLACK PEPPER, DRY MANGO), DEHYDRATED VEGETABLE POWDER (ONION, GARLIC), SUGAR, ACIDITY REGULATOR (INS 330), ANTICAKING AGENT (INS 551), FLAVOUR ENHANCER (INS 627, INS 631), FLAVOUR (NATURAL & NATURE IDENTICAL FLAVOURING SUBSTANCES), PAPRIKA EXTRACT (INS 160C)]. **AS FLAVOURING & SEASONING AGENT NAMKEEN READY-TO-EAT SAVOURIES | PROPRIETARY FOOD | INDIAN SNACKS & SAVOURIES PRODUCT OF INDIA",,,,,en:India
8902080002375,,,,,,,,en:India
8904008100361,,Natura,,,,,,en:India
8901207001772,Dabur roghan badam shireen 100ml,Dabur,,,,,,en:India
8904320007751,,DiSano,,,,,,en:India
8901725015886,Dark Fantasy Choco Fills,Sunfeast,,,,,,en:India
8901764112270,Coca Cola Zero Sugar,Coca cola zero,"CARBONATED WATER, ACIDITY REGULATORS (338, 331(iii)), SWEETENERS (955, 950) PRESERVATIVE (211), CAFFEINE (9.2 mg/100 g), COLOUR (150d), FLAVOURS (NATURAL FLAVOURING SUBSTANCES)",,,,,en:India
8906033744312,MEVities Hobnobs,mc vitiesHobnobs 75G,,,,,,en:India
8901491703055,Rolled Oat Flakes,Quaker,,,,,,en:India
8901725000257,,,,,,,,en:India
8906108893549,Go Desi Ice Popz,Go Desi,"RO Water, Refined Sugar, Dextrose, Black Salt, Acidity Regulators (E330), Stabilizers (E415, E412, E466), Preservative (E211). (Contains natural colour and nature identical flavor - Tamarind & Cumin)",,,,,India
0961602401582,,,,,,,,en:India
8906170520008,Active Multivitamin Men,Nutrabay Pro,,,,,,India
9427142488021,Rajbhog natural jaggery,rajbhog,Concentrated Sugarcane Juice,,,,,en:India
8901648920236,Mother Dairy Full Cream Milk,Mother Dairy,Milk Solids,,en:milk,,,India
8906009079165,Unibic Choco Chip Cookies,Unibic,"Refined Wheat Flour (Maida), Chocolate Chips (21%) [Sugar, Cocoa Solids, Cocoa Butter, Dextrose, Emulsifiers (INS 322 from Soy, INS 476)], Sugar, Edible Vegetable Oil (Palm), Desiccated Coconut, Butter, Milk Solids, Leavening Agents (INS 503 i INS 500 i), Emulsifier (INS 322 from Soy), lodised Salt, Artificial Flavouring Substance (Vanillin). Allergen Advice: Contains Wheat, Milk and Soy. May contain traces of Nut.",,"en:gluten,en:milk,en:soybeans",,en:nuts,India
8901063016767,,,,,,,,en:India
8906080603280,Green Apple Sparkling Water,Paper Boat,"CARBONATED WATER, SWEETENERS (968, 955), ACIDITY REGULATORS [296, 331 (i)], FLAVOURS (NATURAL AND NATURE-IDENTICAL FLAVOURING SUBSTANCES), PRESERVATIVE (211), FOOD COLOURS (102, 133). CONTAINS NON-CALORIC SWEETENER. This drink contains an admixture of Erythritol and Sucralose",,,,,en:India
8901512562807,Butter flavour popcorn,ACT 2,"Popped Corn (88.7%), Refined Edible Palmolein Oil (Antioxidant (TBHQ)), lodized Salt, Nature Identical Flavour (Butter), Table Butter (0.07%) & Colour (Beta Carotene).",,en:milk,,,en:India
8901063012660,Milk Bikis,Britannia,"WHEAT FLOUR (ATTA(63%), SUGAR, REFINED PALM OIL, MILK PRODUCTS (3.4%) (SWEETENED CONDENSED PARTLY SKIMMED MILK & MILK SOLIDS), INVERT SUGAR SYRUP, RAISING AGENTS (503 (ii & 500 (ii)), IODISED SALT, EMULSIFIERS (322 (i), 471 & 481 (i)), CALCIUM SALT, NATURE IDENTICAL & ARTIFICIAL (MILK FLAVOURING SUBSTANCES, VITAMINS AND POTASSIUM IODATE.","en:gluten,en:milk","en:gluten,en:milk","en:gluten,en:milk,en:soybeans","en:gluten,en:milk,en:soybeans",India
8909106009622,Bru Instant,Bru,"INSTANT COFFEE-CHICORY MIXTURE, NATURE IDENTICAL (COFFEE) FLAVOURING SUBSTANCE.",,,,,India
8901063093478,Good day,Britannia,,,,,,en:India
8901030980053,Kissen,Peanut Butter,"Per Serve (30g) kcal feat 184 9% MKTD. BY: HINDUSTAN UNILEVER LTD. (HUL), UNILEVER HOUSE, B. D. SAWANT MARG, CHAKALA, ANDHERI (E), MUMBAI 400 099, MAHARASHTRA. MFG. BY: BONVILLE FOODS PVT. LTD., S.R. No.-71 NEAR SADBHAV COTTON IND, LAJAI JADESHVER ROAD, AT. HADMATIYA (PALANPIRL TA. TANKARA, DIST. MORBI-363 650, (GUJ.). FSSAI LIC. No. 10018021003055. KISSAN IS REGISTERED TRADEMARK OF HINDUSTAN UNILEVER LIMITED. HUL 2020 PEANUT BUTTER INGREDIENTS: ROASTED PEANUTS (91%), SUGAR, HYDROGENATED RAPESEED OIL (TO PREVENT OIL SEPARATION, IODISED SALT. CONTAIN PEANUTS. STORE IN A COOL, DRY & HYGIENIC PLACE AWAY FROM DIRECT SUNLIGHT AFTER OPENING, KEEP REFRIGERATED. IT IS NATURAL TO HAVE SOME OIL SEPARATION ON TOP, STIR IT WELL BEFORE SCOOPING KISSAN PEANUT BUTTER, WITH 100% REAL PEANUTS HANDPICKED FROM THE FARMS OF GUJARAT, IS A RICH SOURCE OF PROTEIN. SCAN HERE KISSE kissan SE Of RDA NET WEIGHT: 350 g fra N D Pe qu of",,,,,en:India
8908012759027,,,,,,,,India
8904109400636,8904109400636,,,,,,,en:India
8901012155080,Johnson's Buds,Johnson's,,,,,,India
0671860013624,Pura keto,,,,,,,India
0801541070435,ORGANIC INDIA CLASSIC HEALTHY CONSCIOUS LIVING-,Organic India,"Each 1.74g infusion bag contains: -  &quot;Green Tea (Camellia sinensis)* 0.60g (35.00%) 
&quot;Krishna Tulsi (Ocimum sanctum)* 0.38g (21.67%) 
&quot;Rama Tulsi (Ocimum sanctum) * 0.38g (21.67%) 
Vana Tulsi (Ocimum gratissimum)* 0.38g (21.67%) 
 *Certified Organic Ingredients",,,,,India
3389090011088,,Une histoire de goût,,,,,,"France,Inde"
5411788046442,Tamari soya sauce,Lima,"Eau, fèves de soja, sel marin 10,3%, alcool, A. Orizae.",,en:soybeans,,,"France,Inde"
6009800461091,,,,,,,,India
8410125245170,Figaro Olive Oil,"DEOLEO,Figaro",Edible olive oil,,,,,India
8809111630258,Peace Juice Drink With Real Fruit Pulp,T'Best,,,,,,"Australia, India"
8901042954677,Badam drink mix,MTR,,,,,,India
8901207872624,Dabur Honey,Dabur,,,,,,India
8901491702409,Quaker Oats,Quaker,,,,,,India
8901725133511,Bounce,Sunfeast,,,,,,India
8904063255518,Whoopies,Haldiram's,"Corn Meal, Edible Vegetable Oil ( Palmolein Oil ), Cheese Powder (3%), Sugar Powder, Maltodextrin Edible Common Salt, Spices and Condiments, Lactose, Hydrolysed Vegetable Protein Acidity Regulator (INS 330, INS 270). CONTAINS ADDED FLAVOUR (NATURAL & NATURE FLAVOURING SUBSTANCES).",,en:milk,"en:soybeans,en:Milk Solids","en:soybeans,en:milk",India
8904071700031,Masala Banana Chips,Chheda's,,,,,,India
8906000610701,Smiles,Mc Cain,"Potato 62.84%, Potato Flakes (13.76%), Palmolein Oil, Corn Flour, Edile Common Salt",,,,,"India, en:france"
8906009070902,unibic honey otmeal,Unibic,,,,,,India
8901499009470,Kellogg's Oats,Kellogg's,Oats (100%),en:gluten,en:gluten,"en:gluten,en:nuts","en:gluten,en:nuts",India
8901542001673,Glucon - D,zydus wellness products ltd,"Glucose (09.49%), Minerals (Caldium Phosphates) and Vitamin D, Glucose based beverage mix (Proprietary Food 14.1.4.3) fssai Vr No 10013022001417",,,,,India
11017630,,Maaza,,,,,,India
6009510804782,Potato Chips Salted,Lay's,"Pommes de terre, huile végétale (huile de fruit de palmier et/ou de maïs ou de tournesol) avec antioxydant (TBHQ), sel, maltodextrine, agent anti-agglomérant (E551),",,,,,"Afrique du Sud, en:india"
8901030684777,Green Tea (honey lemon flavour),Lipton,,,,,,India
8906006721821,lion kimjo Dates,LION,Dates,,,,,India
8908001700184,Namaste India,Namaste India,MILK,,en:milk,,,India
8902579103415,Frooti Mango Drink,Parle Agro,"WATER, MANGO PULP (19.5%), SUGAR, ACIDITY REGULATOR (INS330) AND ANTIOXIDANT (INS300). CONTAINS PERMITTED SYNTHETIC FOOD COLOUR (INS110) AND ADDED FLAVOUR [NATURE-IDENTICAL FLAVOURING SUBSTANCES (MANGO)] (INS-INTERNATIONAL NUMBERING SYSTEM) NO ADDED PRESERVATIVE",,,,,India
8901571006380,Horlicks,Horlicks,,,,,,India
0038000198915,Froot loops marshmallows,Kellogg's,"sugar, corn flour blend (whole grain yellow corn flour, degerminated yellow corn flour), wheat flour, whole grain oat flour, modified food starch, contains 2% or less of corn syrup, modified corn starch, dextrose, vegetable oil (hydrogenated coconut, soybean and/or cottonseed), oat fiber, maltodextrin, salt, natural and artificial flavor, soluble corn fiber, gelatin, yellow 5, red 40, yellow 6, blue 1, bht for freshness. vitamins and minerals: vitamin c (ascorbic acid), reduced iron, niacinamide, vitamin b6 (pyridoxine hydrochloride), vitamin b2 (riboflavin), vitamin b1 (thiamin hydrochloride), folic acid, vitamin d3, vitamin b12. 

contains wheat ingredients.","en:gelatin,en:gluten","en:gelatin,en:gluten,en:soybeans",,,"India,España,Estados Unidos"
8902579000196,Parachute Coconut Hair Oil,,,,,,,India
8901063093416,,,,,,,,en:India
3088545004445,Lune De Miel Honey100,Lune de Miel,,,,,,en:India
8906002004133,Fun Foods Chocolate Spread Fudge,Dr.Oetker,"milk solids, sugar, cocoa solids (7%), water, Palm oil, liquid glucose, emulsifiers & stabilizers (INS 407, INS 1442, INS 322), iodised salt, preservative (INS 202)",en:milk,en:milk,,,India
8901262140065,Lite Bread Spread,Amul,"Refined Vegetable Oils, Milk Fat, Common Salt, Milk Solids, Emulsifiers (E322), Stabilizer (E471), Class II Preservatives (E 202), Acidity Regulator (E 330) & Antioxidant (E 319)",,en:milk,,,en:India
8901725101381,Dark Fantasy Choco Fills,Sunfeast,"CHOCO CRÈME (38%) (SUGAR, REFINED PALMOLEIN, REFINED PALM OIL, COCOA SOLIDS (5.3%), EMULSIFIER [LECITHIN (FROM SOYABEAN)], NATURE IDENTICAL FLAVOURING SUBSTANCES - CHOCOLATE AND ARTIFICIAL FLAVOURING SUBSTANCES - VANILLA}, REFINED WHEAT FLOUR (MAIDA), HYDROGENATED VEGETABLE OILS, SUGAR, INVERT SYRUP, LIQUID GLUCOSE, RAISING AGENTS [INS 503(ii), INS 500(ii), INS 450(i)], COCOA SOLIDS (0.7%), BUTTER, MILK SOLIDS, IODIZED SALT AND EMULSIFIERS [LECITHIN (FROM SOYABEAN), MONO - AND DI-GLYCERIDES OF FATTY ACIDS (FROM PALM OIL)]. CONTAINS PERMITTED NATURAL COLOUR(S) (INS 150d, INS 150c) AND ADDED FLAVOUR(S) (NATURE IDENTICAL FLAVOURING SUBSTANCES - CHOCOLATE AND ARTIFICIAL FLAVOURING SUBSTANCES - VANILLA, MILK) CONTAINS WHEAT, MILK SOLIDS AND SOYA. MAY CONTAIN TRACES OF NUTS.",,"en:gluten,en:milk,en:soybeans",,en:nuts,"France,India"
3533631197001,PACK 4X50CL LAIT CROISSANCE CANDIA,Candia,,,,,,en:India
8901088068741,Masala Oats - Peppy Tomato,Saffola,"Rolled Oats (75%), maltodexrin, Spices and Condiments (5.8%) (Onion, Pepper, Garlic, Coriander, Cumin, Fenugreek, Ginger, Turmeric, Cinnamon, Clove), Salt, Sugar, Dried Vegetables (Carrot (0.7% ), French Beans (0.5%), Tomato (0.3 %), Hydrolysed vegetable Protein, Wheat Powder, Flavour Enhancer (627, 631), Antioxidant (320). CONTAINS ADDED FLAVOUR - NATURAL AND NATURE IDENTICAL FLAVOURING SUBSTANCES.",en:gluten,en:gluten,,,India
8906026900022,sugar,madhur,sugar,,,,,India
8901491504324,Lay's American Cream,fritolay,,,,,,en:India
8904004400588,Haldiram's Lite Chiwda,Haldiram,"Rice flakes,Refined Palmolein Oil,Bengal Gram Flour,Tapioca Starch,Refined Sugar,Iodised Salt and Turmeric",,,"en:milk,en:peanuts,en:soybeans,en:Mustard seed","en:milk,en:peanuts,en:soybeans,en:mustard-seed",India
0028400034227,Sea Salted Whole Cashews,Nut Harvest,"Cashews, vegetable oil (sunflower, cottonseed, soybean, and/or peanut oil) and sea salt.","en:nuts,en:peanuts","en:nuts,en:peanuts,en:soybeans",,,India
6001065601083,DAIRY MILK BISCUIT,Cadbury,"sugar, full cream milk powder, shortcake biscuit (18%) [wheat flour (gluten), sugar, salt, vegetable fat (palm fruit), corn flour, invert sugar syrup, raising agent (sodium bicarbonate), flavourings], cocoa mass, cocoa butter, vegetable fats [palm fruit, sunflower seed, shea nut, illipe seed, sal seed (soya) (citric acid)], whey permeate (cow's milk), whey powder (cow's milk), emulsifiers (e442,  e476, e322-soya), flavourings, contains: cow's milk, wheat (gluten), soya, may contain: treenuts ingre (18%) [fi (fruits de poudre à pâte de c palme, g d'illipe, lactoser vache), contie peute","en:gluten,en:milk,en:soybeans","en:gluten,en:milk,en:soybeans",,,India
8906002000074,Dr. Oetket,Dr. Oetker,"refined soyabean oil,water, cheese (8%), milk solids,sugar, lemon juice, iodised salt, tomato paste, red chillies 0.8%, acidity regulators (ins260, ins330), emulsifier and stabilizer (ins415),mixed spices, preservatives (ins211, ins202), antioxidant (ins319)",,"en:milk,en:soybeans",,,India
8901491981682,Lays Cream and Onion Patato Chips,Lay's,"Potato, Edible Vegetable Oil (Paimolein Oil, Rice Bran Oil), Sugar, iodised Salt, Milk Products (Milk Solids, Cheese Powder) (1.4%), &quot;Spices",,en:milk,,,en:India
8906005500083,Bikaneri Bhujia,,). المكونات دقیق فول (دقیق) موث) (٤٧.٥%) ، د حمص ،(%) ، زيت طعام ،نباتي ملح طعام، فلفل، زنجبيل، فلفل أسود ،هيل قرنفل، جوزة الطيب.,,,,,en:India
8901725100025,B Natural Mixed fruit 1ltr tpk,ITC Limied,"Water, Sugar, Banana Puree (6.8%), Guava Pulp (6.6%), Pineapple Pulp (3.2%), Mango Pulp (2.3%), Pomegranate Juice (0.8%), Polydextrose (Dietary Fiber) (0.54%), Litchi Pulp (0.3%), Acidity Regulator (INS 330), Stabilizers (INS 440, INS 466), Nature Identical Flavouring Substances, Natural Flavours and Natural Flavouring Substances, Vitamins and Colours (INS 171, INS 110, INS 102). May Contain Milk, Nut and Soy. Source of Dietary Fibre*, Rich in Vitamin C, Source of Vitamin E",,,,"en:milk,en:nuts,en:soybeans",en:India
8906020460683,Harvest Gold 100% Whole Wheat Bread,Harvest Gold,"Whole Wheat Flour Atta (54%), Sugar, Wheat Protein, Yeast, Wheat Bran (3%), Refined Soyabean Oil, Refined Palmolein Oil, Class 2 Preservative (E282), Permitted Emulsifier, Acidity Regulator, Antioxidant",,"en:gluten,en:soybeans",,,en:India
8901058869002,Munch,Nestle,,,,,,India
8901595863280,Schezwan Chutney,Ching's Secret,"Water, Cotton Seed Oil, Sugar, iodised Salt, Chilli, Garlic, Onion, Thickener (INS 1422), Ginger, Acidity Regulator (INS 260), Flavour Enhancer (INS 635), Spices (White Pepper, Schezwan Pepper), Preservatives (INS 202, INS 211), Natural Flavouring Substances. _Contains: Celery. May contain: Wheat, Soy, Nuts, Sesame Seeds, Mustard and Milk._",en:celery,en:celery,,"en:gluten,en:milk,en:mustard,en:nuts,en:sesame-seeds,en:soybeans",en:India
8901200100045,parachute coco oil,parachute,"10/2019 03/202 زيت باراشوت جوز الهند صالح اللأكل— المحتويات: زيت Parachute Co ut Oil is edible. Ingredients : 100 Pure Coconut OI. ومات الغـذائية Facts ملعفة كبيرة أتقيبا جرام latpa )12g iner about 35 Pure Coconut Oil fe below 24°C. To de-freeze immer bottle in hot (not bo water for a few min فية ل لعبوة حوالی ۳۵ الكل حصة % Daily Value القيمة اليومية 20% الذهون الكليه ۱۳ جرام 58% الدهون غير المشبعة جرام وا وl الدهون المشبعة ۱ ۱جرام Net contents: 0 100% edible pure co from Kerola's fins co now in a new internahion Packed specioly fr دهون أحادية مشيعة ۰۵. جرام و9 و 0% الكربوهيدرات الكلية جرام h 0% البروتينات . جرام 4 Trademark owned by Manico LIIE CSTRoad, kKalina Membr Mfd e n marico",,,,,"Arabie saoudite, Inde"
6281014110013,Peanut Butter Creamy,GOODY,"Fresh Roasted Peanuts, Sugar, Hydrogenated Vegetable Oil (Rapeseed, Cottonseed and Soybean) Salt",,"en:peanuts,en:soybeans",,,India
8901058847482,Maggie Pazzta Chese Macaroni,Maggi,,,,,,en:India
8904037000397,pankajakasthuri breathe easy,,,,,,,en:India
9327693000294,Moisturiser,Sukin,"aloe,rosehip,cocoa,shea,jojoba,avocado,wheat,vitamin E,horsetail,burdock",,en:gluten,,,"India, en:australia"
8906036670205,Nandini Curd,Nandini,exp date,,,,,India
